Zip Code multiple,Property,Int ID,Zip Code
Nuveen Elimination,STAFF LOANS & ADVANCES,427,
Test Entity,STAFF LOANS & ADVANCES,427,
IMMO Investment Technologies S.à r.l. (LUX),STAFF LOANS & ADVANCES,427,
IMMO Fund (consolidation entity),STAFF LOANS & ADVANCES,427,
IMMO Capital Fund GP S.à r.l (LUX),STAFF LOANS & ADVANCES,427,
IMMO Capital Investment Funds SCSp SICAV-RAIF (LUX),STAFF LOANS & ADVANCES,427,
Capital fund Elimination,STAFF LOANS & ADVANCES,427,
IMMO Services Companies (Consolidation entity),STAFF LOANS & ADVANCES,427,
IMMO Investment Technologies UK Limited (UK),STAFF LOANS & ADVANCES,427,
INSTA IMMO GmbH (GER),STAFF LOANS & ADVANCES,427,
Chandos Holdings UG,STAFF LOANS & ADVANCES,427,
Arcangel Assets GmbH,STAFF LOANS & ADVANCES,427,
Ruscha Residential GmbH,STAFF LOANS & ADVANCES,427,
Chandos Elimination,STAFF LOANS & ADVANCES,427,
IMMO Investment Technologies España S.L (SPN),STAFF LOANS & ADVANCES,427,
IMMO Digital Solutions India Private Limited (INR),STAFF LOANS & ADVANCES,427,
IMMO Service Elimination entity,STAFF LOANS & ADVANCES,427,
IMMO Property Owning Structure (Consolidation entity),STAFF LOANS & ADVANCES,427,
Carilux Investment S.à r.l (LUX),STAFF LOANS & ADVANCES,427,
Moonstone Holdings S.à r.l (LUX),STAFF LOANS & ADVANCES,427,
Matis Investment S.à r.l (LUX),STAFF LOANS & ADVANCES,427,
"IMMO Central Portfolio Spain, S.L. (SPN)",STAFF LOANS & ADVANCES,427,
"IMMO IT Spain Portfolio, S.L. (SPN)",STAFF LOANS & ADVANCES,427,
IMMO IT SPAIN ELIMINATION,STAFF LOANS & ADVANCES,427,
IMMO German Service GmbH (GER),STAFF LOANS & ADVANCES,427,
IMMO German Property GmbH (GER),STAFF LOANS & ADVANCES,427,
IMMO German Service II GmbH (GER),STAFF LOANS & ADVANCES,427,
IMMO German Property II GmbH (GER),STAFF LOANS & ADVANCES,427,
IMMO Central Portfolio UK Limited (UK),STAFF LOANS & ADVANCES,427,
Matis Investment Elimination,STAFF LOANS & ADVANCES,427,
Matis Elimination(Moonstone),STAFF LOANS & ADVANCES,427,
Moonstone Elimination(carilux),STAFF LOANS & ADVANCES,427,
IMMO Investment Elimination,STAFF LOANS & ADVANCES,427,
IMMO Managed Companies (Consolidation entity),STAFF LOANS & ADVANCES,427,
RainMaker Investments GmbH (EUR),STAFF LOANS & ADVANCES,427,
RI Nord GmbH (EUR),STAFF LOANS & ADVANCES,427,
RI Living GmbH (EUR),STAFF LOANS & ADVANCES,427,
Rainmaker Elimination,STAFF LOANS & ADVANCES,427,
Chandos Holdings UG ( IMMO managed),STAFF LOANS & ADVANCES,427,
Arcangel Assets GmbH (IMMO managed),STAFF LOANS & ADVANCES,427,
Ruscha Residential GmbH (EUR) (IMMO managed),STAFF LOANS & ADVANCES,427,
Chandos Elimination (IMMO managed),STAFF LOANS & ADVANCES,427,
Nuveen HoldCo (Consolidation),STAFF LOANS & ADVANCES,427,
TIAA General Account Housing German Property GmbH (EUR),STAFF LOANS & ADVANCES,427,
TIAA General Account Housing German Service GmbH (EUR),STAFF LOANS & ADVANCES,427,
IMMO Investment Technologies UK Limited (UK),STAFF LOANS & ADVANCES : Salary & Advances,828,
INSTA IMMO GmbH (GER),STAFF LOANS & ADVANCES : Salary & Advances,828,
IMMO Investment Technologies S.à r.l. (LUX),STAFF LOANS & ADVANCES : Salary & Advances,828,
IMMO Digital Solutions India Private Limited (INR),STAFF LOANS & ADVANCES : Salary & Advances,828,
IMMO Investment Technologies España S.L (SPN),STAFF LOANS & ADVANCES : Salary & Advances,828,
Test Entity,OTHER RECEIVABLES,428,
productivity subsidiary,OTHER RECEIVABLES,428,
IMMO Investment Technologies S.à r.l. (LUX),OTHER RECEIVABLES,428,
IMMO Fund (consolidation entity),OTHER RECEIVABLES,428,
IMMO Capital Fund GP S.à r.l (LUX),OTHER RECEIVABLES,428,
IMMO Capital Investment Funds SCSp SICAV-RAIF (LUX),OTHER RECEIVABLES,428,
Capital fund Elimination,OTHER RECEIVABLES,428,
IMMO Services Companies (Consolidation entity),OTHER RECEIVABLES,428,
IMMO Investment Technologies UK Limited (UK),OTHER RECEIVABLES,428,
INSTA IMMO GmbH (GER),OTHER RECEIVABLES,428,
Chandos Holdings UG,OTHER RECEIVABLES,428,
Arcangel Assets GmbH,OTHER RECEIVABLES,428,
Ruscha Residential GmbH,OTHER RECEIVABLES,428,
Chandos Elimination,OTHER RECEIVABLES,428,
IMMO Investment Technologies España S.L (SPN),OTHER RECEIVABLES,428,
IMMO Digital Solutions India Private Limited (INR),OTHER RECEIVABLES,428,
IMMO Service Elimination entity,OTHER RECEIVABLES,428,
IMMO Property Owning Structure (Consolidation entity),OTHER RECEIVABLES,428,
Carilux Investment S.à r.l (LUX),OTHER RECEIVABLES,428,
Moonstone Holdings S.à r.l (LUX),OTHER RECEIVABLES,428,
Matis Investment S.à r.l (LUX),OTHER RECEIVABLES,428,
"IMMO Central Portfolio Spain, S.L. (SPN)",OTHER RECEIVABLES,428,
"IMMO IT Spain Portfolio, S.L. (SPN)",OTHER RECEIVABLES,428,
IMMO IT SPAIN ELIMINATION,OTHER RECEIVABLES,428,
IMMO German Service GmbH (GER),OTHER RECEIVABLES,428,
IMMO German Property GmbH (GER),OTHER RECEIVABLES,428,
IMMO German Service II GmbH (GER),OTHER RECEIVABLES,428,
IMMO German Property II GmbH (GER),OTHER RECEIVABLES,428,
IMMO Central Portfolio UK Limited (UK),OTHER RECEIVABLES,428,
Matis Investment Elimination,OTHER RECEIVABLES,428,
Matis Elimination(Moonstone),OTHER RECEIVABLES,428,
Moonstone Elimination(carilux),OTHER RECEIVABLES,428,
IMMO Investment Elimination,OTHER RECEIVABLES,428,
IMMO Managed Companies (Consolidation entity),OTHER RECEIVABLES,428,
RainMaker Investments GmbH (EUR),OTHER RECEIVABLES,428,
RI Nord GmbH (EUR),OTHER RECEIVABLES,428,
RI Living GmbH (EUR),OTHER RECEIVABLES,428,
Rainmaker Elimination,OTHER RECEIVABLES,428,
Chandos Holdings UG ( IMMO managed),OTHER RECEIVABLES,428,
Arcangel Assets GmbH (IMMO managed),OTHER RECEIVABLES,428,
Ruscha Residential GmbH (EUR) (IMMO managed),OTHER RECEIVABLES,428,
Chandos Elimination (IMMO managed),OTHER RECEIVABLES,428,
Nuveen HoldCo (Consolidation),OTHER RECEIVABLES,428,
TIAA General Account Housing German Property GmbH (EUR),OTHER RECEIVABLES,428,
TIAA General Account Housing German Service GmbH (EUR),OTHER RECEIVABLES,428,
Nuveen Elimination,OTHER RECEIVABLES,428,
Exporo Bestand 46 GmbH (EUR),OTHER RECEIVABLES,428,
Consolidation Elimination,OTHER RECEIVABLES,428,
IMMO Consolidation Entity (LUX),OTHER RECEIVABLES,428,
Test Entity,OTHER RECEIVABLES : Current advances to suppliers,829,
IMMO Investment Technologies S.à r.l. (LUX),OTHER RECEIVABLES : Current advances to suppliers,829,
IMMO Digital Solutions India Private Limited (INR),OTHER RECEIVABLES : Current advances to suppliers,829,
IMMO Service Elimination entity,OTHER RECEIVABLES : Current advances to suppliers,829,
IMMO Property Owning Structure (Consolidation entity),OTHER RECEIVABLES : Current advances to suppliers,829,
Carilux Investment S.à r.l (LUX),OTHER RECEIVABLES : Current advances to suppliers,829,
Moonstone Holdings S.à r.l (LUX),OTHER RECEIVABLES : Current advances to suppliers,829,
Matis Investment S.à r.l (LUX),OTHER RECEIVABLES : Current advances to suppliers,829,
"IMMO Central Portfolio Spain, S.L. (SPN)",OTHER RECEIVABLES : Current advances to suppliers,829,
"IMMO IT Spain Portfolio, S.L. (SPN)",OTHER RECEIVABLES : Current advances to suppliers,829,
IMMO IT SPAIN ELIMINATION,OTHER RECEIVABLES : Current advances to suppliers,829,
IMMO German Service GmbH (GER),OTHER RECEIVABLES : Current advances to suppliers,829,
IMMO German Property GmbH (GER),OTHER RECEIVABLES : Current advances to suppliers,829,
IMMO German Service II GmbH (GER),OTHER RECEIVABLES : Current advances to suppliers,829,
IMMO German Property II GmbH (GER),OTHER RECEIVABLES : Current advances to suppliers,829,
IMMO Central Portfolio UK Limited (UK),OTHER RECEIVABLES : Current advances to suppliers,829,
Matis Investment Elimination,OTHER RECEIVABLES : Current advances to suppliers,829,
Matis Elimination(Moonstone),OTHER RECEIVABLES : Current advances to suppliers,829,
Moonstone Elimination(carilux),OTHER RECEIVABLES : Current advances to suppliers,829,
IMMO Investment Elimination,OTHER RECEIVABLES : Current advances to suppliers,829,
IMMO Managed Companies (Consolidation entity),OTHER RECEIVABLES : Current advances to suppliers,829,
RainMaker Investments GmbH (EUR),OTHER RECEIVABLES : Current advances to suppliers,829,
RI Nord GmbH (EUR),OTHER RECEIVABLES : Current advances to suppliers,829,
RI Living GmbH (EUR),OTHER RECEIVABLES : Current advances to suppliers,829,
Rainmaker Elimination,OTHER RECEIVABLES : Current advances to suppliers,829,
Chandos Holdings UG ( IMMO managed),OTHER RECEIVABLES : Current advances to suppliers,829,
Arcangel Assets GmbH (IMMO managed),OTHER RECEIVABLES : Current advances to suppliers,829,
Ruscha Residential GmbH (EUR) (IMMO managed),OTHER RECEIVABLES : Current advances to suppliers,829,
Chandos Elimination (IMMO managed),OTHER RECEIVABLES : Current advances to suppliers,829,
Nuveen HoldCo (Consolidation),OTHER RECEIVABLES : Current advances to suppliers,829,
TIAA General Account Housing German Property GmbH (EUR),OTHER RECEIVABLES : Current advances to suppliers,829,
TIAA General Account Housing German Service GmbH (EUR),OTHER RECEIVABLES : Current advances to suppliers,829,
Nuveen Elimination,OTHER RECEIVABLES : Current advances to suppliers,829,
Exporo Bestand 46 GmbH (EUR),OTHER RECEIVABLES : Current advances to suppliers,829,
Consolidation Elimination,OTHER RECEIVABLES : Current advances to suppliers,829,
productivity subsidiary,OTHER RECEIVABLES : Current advances to suppliers,829,
IMMO Consolidation Entity (LUX),OTHER RECEIVABLES : Current advances to suppliers,829,
IMMO Fund (consolidation entity),OTHER RECEIVABLES : Current advances to suppliers,829,
IMMO Capital Fund GP S.à r.l (LUX),OTHER RECEIVABLES : Current advances to suppliers,829,
IMMO Capital Investment Funds SCSp SICAV-RAIF (LUX),OTHER RECEIVABLES : Current advances to suppliers,829,
Capital fund Elimination,OTHER RECEIVABLES : Current advances to suppliers,829,
IMMO Services Companies (Consolidation entity),OTHER RECEIVABLES : Current advances to suppliers,829,
IMMO Investment Technologies UK Limited (UK),OTHER RECEIVABLES : Current advances to suppliers,829,
INSTA IMMO GmbH (GER),OTHER RECEIVABLES : Current advances to suppliers,829,
Chandos Holdings UG,OTHER RECEIVABLES : Current advances to suppliers,829,
Arcangel Assets GmbH,OTHER RECEIVABLES : Current advances to suppliers,829,
Ruscha Residential GmbH,OTHER RECEIVABLES : Current advances to suppliers,829,
Chandos Elimination,OTHER RECEIVABLES : Current advances to suppliers,829,
IMMO Investment Technologies España S.L (SPN),OTHER RECEIVABLES : Current advances to suppliers,829,
Moonstone Elimination(carilux),OTHER RECEIVABLES : Prepaid Expenses,830,
IMMO Consolidation Entity (LUX),OTHER RECEIVABLES : Prepaid Expenses,830,
IMMO Managed Companies (Consolidation entity),OTHER RECEIVABLES : Prepaid Expenses,830,
RainMaker Investments GmbH (EUR),OTHER RECEIVABLES : Prepaid Expenses,830,
RI Nord GmbH (EUR),OTHER RECEIVABLES : Prepaid Expenses,830,
RI Living GmbH (EUR),OTHER RECEIVABLES : Prepaid Expenses,830,
Rainmaker Elimination,OTHER RECEIVABLES : Prepaid Expenses,830,
Chandos Holdings UG ( IMMO managed),OTHER RECEIVABLES : Prepaid Expenses,830,
Arcangel Assets GmbH (IMMO managed),OTHER RECEIVABLES : Prepaid Expenses,830,
Ruscha Residential GmbH (EUR) (IMMO managed),OTHER RECEIVABLES : Prepaid Expenses,830,
Chandos Elimination (IMMO managed),OTHER RECEIVABLES : Prepaid Expenses,830,
Nuveen HoldCo (Consolidation),OTHER RECEIVABLES : Prepaid Expenses,830,
TIAA General Account Housing German Property GmbH (EUR),OTHER RECEIVABLES : Prepaid Expenses,830,
TIAA General Account Housing German Service GmbH (EUR),OTHER RECEIVABLES : Prepaid Expenses,830,
Nuveen Elimination,OTHER RECEIVABLES : Prepaid Expenses,830,
Exporo Bestand 46 GmbH (EUR),OTHER RECEIVABLES : Prepaid Expenses,830,
Consolidation Elimination,OTHER RECEIVABLES : Prepaid Expenses,830,
productivity subsidiary,OTHER RECEIVABLES : Prepaid Expenses,830,
Test Entity,OTHER RECEIVABLES : Prepaid Expenses,830,
IMMO Investment Technologies S.à r.l. (LUX),OTHER RECEIVABLES : Prepaid Expenses,830,
IMMO Fund (consolidation entity),OTHER RECEIVABLES : Prepaid Expenses,830,
IMMO Capital Fund GP S.à r.l (LUX),OTHER RECEIVABLES : Prepaid Expenses,830,
IMMO Capital Investment Funds SCSp SICAV-RAIF (LUX),OTHER RECEIVABLES : Prepaid Expenses,830,
Capital fund Elimination,OTHER RECEIVABLES : Prepaid Expenses,830,
IMMO Services Companies (Consolidation entity),OTHER RECEIVABLES : Prepaid Expenses,830,
IMMO Investment Technologies UK Limited (UK),OTHER RECEIVABLES : Prepaid Expenses,830,
INSTA IMMO GmbH (GER),OTHER RECEIVABLES : Prepaid Expenses,830,
Chandos Holdings UG,OTHER RECEIVABLES : Prepaid Expenses,830,
Arcangel Assets GmbH,OTHER RECEIVABLES : Prepaid Expenses,830,
Ruscha Residential GmbH,OTHER RECEIVABLES : Prepaid Expenses,830,
Chandos Elimination,OTHER RECEIVABLES : Prepaid Expenses,830,
IMMO Investment Technologies España S.L (SPN),OTHER RECEIVABLES : Prepaid Expenses,830,
IMMO Digital Solutions India Private Limited (INR),OTHER RECEIVABLES : Prepaid Expenses,830,
IMMO Service Elimination entity,OTHER RECEIVABLES : Prepaid Expenses,830,
IMMO Property Owning Structure (Consolidation entity),OTHER RECEIVABLES : Prepaid Expenses,830,
Carilux Investment S.à r.l (LUX),OTHER RECEIVABLES : Prepaid Expenses,830,
Moonstone Holdings S.à r.l (LUX),OTHER RECEIVABLES : Prepaid Expenses,830,
Matis Investment S.à r.l (LUX),OTHER RECEIVABLES : Prepaid Expenses,830,
"IMMO Central Portfolio Spain, S.L. (SPN)",OTHER RECEIVABLES : Prepaid Expenses,830,
"IMMO IT Spain Portfolio, S.L. (SPN)",OTHER RECEIVABLES : Prepaid Expenses,830,
IMMO IT SPAIN ELIMINATION,OTHER RECEIVABLES : Prepaid Expenses,830,
IMMO German Service GmbH (GER),OTHER RECEIVABLES : Prepaid Expenses,830,
IMMO German Property GmbH (GER),OTHER RECEIVABLES : Prepaid Expenses,830,
IMMO German Service II GmbH (GER),OTHER RECEIVABLES : Prepaid Expenses,830,
IMMO German Property II GmbH (GER),OTHER RECEIVABLES : Prepaid Expenses,830,
IMMO Central Portfolio UK Limited (UK),OTHER RECEIVABLES : Prepaid Expenses,830,
Matis Investment Elimination,OTHER RECEIVABLES : Prepaid Expenses,830,
Matis Elimination(Moonstone),OTHER RECEIVABLES : Prepaid Expenses,830,
IMMO Investment Elimination,OTHER RECEIVABLES : Prepaid Expenses,830,
IMMO Property Owning Structure (Consolidation entity),OTHER RECEIVABLES : Other current receivables,831,
IMMO Consolidation Entity (LUX),OTHER RECEIVABLES : Other current receivables,831,
Moonstone Holdings S.à r.l (LUX),OTHER RECEIVABLES : Other current receivables,831,
Matis Investment S.à r.l (LUX),OTHER RECEIVABLES : Other current receivables,831,
"IMMO Central Portfolio Spain, S.L. (SPN)",OTHER RECEIVABLES : Other current receivables,831,
"IMMO IT Spain Portfolio, S.L. (SPN)",OTHER RECEIVABLES : Other current receivables,831,
IMMO IT SPAIN ELIMINATION,OTHER RECEIVABLES : Other current receivables,831,
IMMO German Service GmbH (GER),OTHER RECEIVABLES : Other current receivables,831,
IMMO German Property GmbH (GER),OTHER RECEIVABLES : Other current receivables,831,
IMMO German Service II GmbH (GER),OTHER RECEIVABLES : Other current receivables,831,
IMMO German Property II GmbH (GER),OTHER RECEIVABLES : Other current receivables,831,
IMMO Central Portfolio UK Limited (UK),OTHER RECEIVABLES : Other current receivables,831,
Matis Investment Elimination,OTHER RECEIVABLES : Other current receivables,831,
Matis Elimination(Moonstone),OTHER RECEIVABLES : Other current receivables,831,
Moonstone Elimination(carilux),OTHER RECEIVABLES : Other current receivables,831,
IMMO Investment Elimination,OTHER RECEIVABLES : Other current receivables,831,
IMMO Managed Companies (Consolidation entity),OTHER RECEIVABLES : Other current receivables,831,
RainMaker Investments GmbH (EUR),OTHER RECEIVABLES : Other current receivables,831,
RI Nord GmbH (EUR),OTHER RECEIVABLES : Other current receivables,831,
RI Living GmbH (EUR),OTHER RECEIVABLES : Other current receivables,831,
Rainmaker Elimination,OTHER RECEIVABLES : Other current receivables,831,
Chandos Holdings UG ( IMMO managed),OTHER RECEIVABLES : Other current receivables,831,
Arcangel Assets GmbH (IMMO managed),OTHER RECEIVABLES : Other current receivables,831,
Ruscha Residential GmbH (EUR) (IMMO managed),OTHER RECEIVABLES : Other current receivables,831,
Chandos Elimination (IMMO managed),OTHER RECEIVABLES : Other current receivables,831,
Nuveen HoldCo (Consolidation),OTHER RECEIVABLES : Other current receivables,831,
TIAA General Account Housing German Property GmbH (EUR),OTHER RECEIVABLES : Other current receivables,831,
TIAA General Account Housing German Service GmbH (EUR),OTHER RECEIVABLES : Other current receivables,831,
Nuveen Elimination,OTHER RECEIVABLES : Other current receivables,831,
Exporo Bestand 46 GmbH (EUR),OTHER RECEIVABLES : Other current receivables,831,
Consolidation Elimination,OTHER RECEIVABLES : Other current receivables,831,
productivity subsidiary,OTHER RECEIVABLES : Other current receivables,831,
Test Entity,OTHER RECEIVABLES : Other current receivables,831,
IMMO Investment Technologies S.à r.l. (LUX),OTHER RECEIVABLES : Other current receivables,831,
IMMO Fund (consolidation entity),OTHER RECEIVABLES : Other current receivables,831,
IMMO Capital Fund GP S.à r.l (LUX),OTHER RECEIVABLES : Other current receivables,831,
IMMO Capital Investment Funds SCSp SICAV-RAIF (LUX),OTHER RECEIVABLES : Other current receivables,831,
Capital fund Elimination,OTHER RECEIVABLES : Other current receivables,831,
IMMO Services Companies (Consolidation entity),OTHER RECEIVABLES : Other current receivables,831,
IMMO Investment Technologies UK Limited (UK),OTHER RECEIVABLES : Other current receivables,831,
INSTA IMMO GmbH (GER),OTHER RECEIVABLES : Other current receivables,831,
Chandos Holdings UG,OTHER RECEIVABLES : Other current receivables,831,
Arcangel Assets GmbH,OTHER RECEIVABLES : Other current receivables,831,
Ruscha Residential GmbH,OTHER RECEIVABLES : Other current receivables,831,
Chandos Elimination,OTHER RECEIVABLES : Other current receivables,831,
IMMO Investment Technologies España S.L (SPN),OTHER RECEIVABLES : Other current receivables,831,
IMMO Digital Solutions India Private Limited (INR),OTHER RECEIVABLES : Other current receivables,831,
IMMO Service Elimination entity,OTHER RECEIVABLES : Other current receivables,831,
Carilux Investment S.à r.l (LUX),OTHER RECEIVABLES : Other current receivables,831,
IMMO Investment Elimination,OTHER RECEIVABLES : Other receivables >1 year,3518,
IMMO Investment Technologies S.à r.l. (LUX),OTHER RECEIVABLES : Other receivables >1 year,3518,
IMMO Capital Fund GP S.à r.l (LUX),OTHER RECEIVABLES : Other receivables >1 year,3518,
